,location,total_sqft,bath,price,bhk
1945,Electronic City,1250.0,2.0,62.0,2
1948,Electronic City,1128.0,2.0,64.8,2
1951,Electronic City,1060.0,2.0,55.0,2
1952,Electronic City,710.0,1.0,40.42,1
1955,Electronic City,1275.0,3.0,63.43,3
1956,Electronic City,1518.0,3.0,75.0,3
1960,Electronic City,1353.0,2.0,75.0,2
1961,Electronic City,1128.0,2.0,67.0,2
1962,Electronic City,1070.0,2.0,57.0,2
1963,Electronic City,1700.0,3.0,90.0,3
1965,Electronic City,750.0,1.0,35.0,1
1966,Electronic City,1210.0,2.0,55.0,2
1970,Electronic City,1615.0,3.0,97.0,3
1972,Electronic City,1221.0,2.0,68.0,2
1974,Electronic City,1500.0,3.0,73.0,3
1975,Electronic City,995.0,2.0,48.0,2
1976,Electronic City,1342.0,2.0,90.0,2
1977,Electronic City,1128.0,2.0,63.5,2
1978,Electronic City,589.0,1.0,29.0,1
1981,Electronic City,1575.0,3.0,94.5,3
1982,Electronic City,1025.0,2.0,54.0,2
1985,Electronic City,2093.0,4.0,134.0,4
1987,Electronic City,1355.0,2.0,73.0,2
1988,Electronic City,1360.0,2.0,64.99,3
1989,Electronic City,1060.0,2.0,52.0,2
1992,Electronic City Phase II,1069.0,2.0,45.0,2
1993,Electronic City Phase II,630.0,1.0,28.35,1
1997,Electronic City Phase II,2225.0,4.0,98.88,4
1998,Electronic City Phase II,2400.0,3.0,150.0,2
2000,Electronic City Phase II,775.0,2.0,38.0,2
2001,Electronic City Phase II,1266.0,2.0,59.0,2
2005,Electronic City Phase II,972.0,2.0,44.0,2
2006,Electronic City Phase II,1031.0,2.0,55.0,2
2007,Electronic City Phase II,1003.0,2.0,40.6,2
2008,Electronic City Phase II,1031.0,2.0,56.35,2
2010,Electronic City Phase II,1205.0,2.0,75.0,2
2011,Electronic City Phase II,1395.0,2.0,62.78,3
2014,Electronic City Phase II,1219.0,2.0,61.25,2
2016,Electronic City Phase II,1790.0,3.0,100.0,3
2017,Electronic City Phase II,769.0,2.0,40.0,2
2020,Electronic City Phase II,993.0,2.0,50.0,3
2022,Electronic City Phase II,1070.0,2.0,45.0,2
2027,Electronic City Phase II,1253.0,2.0,65.8,2
2029,Electronic City Phase II,975.0,2.0,45.0,3
2030,Electronic City Phase II,6000.0,4.0,260.0,4
2034,Electronic City Phase II,3550.0,2.0,167.5,4
2035,Electronic City Phase II,1031.0,2.0,53.0,2
2039,Electronic City Phase II,1549.0,3.0,80.0,3
2040,Electronic City Phase II,1065.0,2.0,56.13,2
2043,Electronic City Phase II,1219.0,2.0,61.26,2
2044,Electronic City Phase II,1252.0,2.0,65.0,3
2046,Electronic City Phase II,1286.0,2.0,69.0,2
2050,Electronic City Phase II,1150.0,3.0,46.0,3
2051,Electronic City Phase II,1192.0,2.0,47.0,3
2054,Electronic City Phase II,1900.0,3.0,97.0,4
2061,Electronic City Phase II,1160.0,2.0,52.2,2
2062,Electronic City Phase II,1244.0,2.0,55.0,2
2066,Electronic City Phase II,972.0,2.0,40.0,2
2069,Electronic City Phase II,650.0,1.0,35.0,1
2070,Electronic City Phase II,1155.0,2.0,57.0,2
2071,Electronic City Phase II,1800.0,3.0,92.0,3
2073,Electronic City Phase II,1940.0,4.0,116.0,3
2076,Electronic City Phase II,2187.5,4.0,105.0,4
2077,Electronic City Phase II,1252.0,2.0,67.0,2
2080,Electronic City Phase II,1135.0,2.0,46.0,2
2081,Electronic City Phase II,1305.0,3.0,65.0,3
2083,Electronic City Phase II,1336.0,2.0,50.35,3
2084,Electronic City Phase II,575.0,1.0,16.75,1
2085,Electronic City Phase II,925.0,2.0,49.82,3
2088,Electronic City Phase II,1031.0,2.0,54.48,2
2091,Electronics City Phase 1,1475.0,3.0,78.29,3
2092,Electronics City Phase 1,1490.0,3.0,78.8,3
2094,Electronics City Phase 1,1490.0,3.0,84.0,3
2101,Electronics City Phase 1,1015.0,2.0,56.0,2
2103,Electronics City Phase 1,1515.0,2.0,80.91,3
2105,Electronics City Phase 1,1555.0,2.0,82.0,3
2106,Electronics City Phase 1,1340.0,2.0,75.0,2
2107,Electronics City Phase 1,1124.0,2.0,55.0,3
2108,Electronics City Phase 1,1175.0,2.0,57.0,2
2109,Electronics City Phase 1,755.0,1.0,42.41,1
2110,Electronics City Phase 1,580.0,1.0,27.0,1
2111,Electronics City Phase 1,940.0,2.0,49.0,2
2112,Electronics City Phase 1,1335.0,2.0,67.0,2
2113,Electronics City Phase 1,1113.12,2.0,55.0,2
2115,Electronics City Phase 1,1350.0,3.0,71.0,3
2117,Electronics City Phase 1,995.0,2.0,49.8,2
2119,Electronics City Phase 1,1190.0,2.0,68.0,2
2121,Electronics City Phase 1,1450.0,3.0,72.54,3
2122,Electronics City Phase 1,360.0,1.0,16.9,1
2123,Electronics City Phase 1,638.0,1.0,32.0,1
2124,Electronics City Phase 1,1175.0,2.0,64.98,2
2126,Electronics City Phase 1,1200.0,2.0,59.76,2
2128,Electronics City Phase 1,1125.0,2.0,65.0,2
2130,Electronics City Phase 1,1550.0,2.0,82.0,3
2136,Electronics City Phase 1,1800.0,3.0,93.0,3
2138,Electronics City Phase 1,1170.0,2.0,62.0,2
2139,Electronics City Phase 1,1450.0,3.0,79.0,3
2140,Electronics City Phase 1,940.0,2.0,48.0,2
2142,Electronics City Phase 1,1300.0,2.0,67.0,2
2143,Electronics City Phase 1,1028.0,2.0,51.0,2
2145,Electronics City Phase 1,1205.0,2.0,60.0,2
2147,Electronics City Phase 1,1305.0,2.0,67.0,2
2149,Electronics City Phase 1,1175.0,2.0,60.0,2
2150,Frazer Town,1700.0,3.0,180.0,3
2152,Frazer Town,1870.0,3.0,185.0,3
2155,Frazer Town,2000.0,3.0,200.0,3
2157,Frazer Town,2350.0,4.0,285.0,3
2158,Frazer Town,1550.0,2.0,140.0,2
2160,Frazer Town,2560.0,3.0,265.0,3
2161,Frazer Town,2400.0,3.0,260.0,3
2162,Frazer Town,2560.0,3.0,288.0,3
2163,Frazer Town,3436.0,5.0,341.0,4
2165,Frazer Town,1315.0,2.0,140.0,2
2167,Frazer Town,2079.0,3.0,220.0,3
2168,Frazer Town,3435.0,2.0,341.0,4
2169,Frazer Town,3436.0,5.0,345.0,4
2170,Frazer Town,3100.0,3.0,400.0,3
2172,Frazer Town,1180.0,2.0,105.0,2
2173,Frazer Town,2900.0,4.0,325.0,4
2175,Frazer Town,896.0,1.0,100.0,1
2176,Frazer Town,1420.0,2.0,120.0,2
2177,GM Palaya,1820.0,2.0,86.0,3
2178,GM Palaya,1225.0,2.0,47.0,2
2179,GM Palaya,1140.0,2.0,48.95,2
2180,GM Palaya,1315.0,2.0,65.0,3
2181,GM Palaya,1315.0,3.0,65.0,3
2182,GM Palaya,1315.0,3.0,64.0,3
2183,GM Palaya,1735.0,3.0,70.0,3
2184,GM Palaya,1643.0,2.0,70.0,3
2185,Garudachar Palya,1325.0,2.0,60.8,3
2186,Garudachar Palya,1060.0,2.0,48.7,2
2187,Garudachar Palya,1150.0,2.0,52.75,2
2188,Garudachar Palya,1295.0,2.0,59.5,3
2189,Garudachar Palya,1320.0,2.0,60.6,3
2190,Garudachar Palya,1150.0,2.0,52.8,2
2191,Garudachar Palya,1060.0,2.0,48.5,2
2192,Garudachar Palya,1150.0,2.0,52.5,2
2193,Garudachar Palya,1060.0,2.0,48.66,2
2197,Giri Nagar,2400.0,4.0,400.0,4
2198,Giri Nagar,1800.0,3.0,252.0,3
2199,Giri Nagar,1350.0,3.0,240.0,3
2200,Giri Nagar,3000.0,4.0,375.0,6
2201,Giri Nagar,2400.0,6.0,400.0,6
2202,Giri Nagar,4000.0,3.0,750.0,4
2203,Gollarapalya Hosahalli,861.0,2.0,34.5,2
2204,Gollarapalya Hosahalli,1408.0,3.0,62.0,3
2205,Gollarapalya Hosahalli,1318.0,3.0,54.0,3
2206,Gollarapalya Hosahalli,861.0,2.0,36.5,2
2207,Gollarapalya Hosahalli,1320.0,3.0,60.0,3
2208,Gollarapalya Hosahalli,1345.0,3.0,60.0,3
2209,Gollarapalya Hosahalli,1905.0,3.0,86.0,4
2210,Gollarapalya Hosahalli,1318.0,3.0,56.0,3
2211,Gollarapalya Hosahalli,1129.0,2.0,50.0,2
2213,Gottigere,967.0,2.0,45.0,2
2214,Gottigere,1618.0,3.0,82.5,3
2215,Gottigere,1222.0,2.0,63.0,2
2217,Gottigere,1300.0,3.0,65.0,3
2219,Gottigere,1153.0,2.0,48.5,2
2221,Gottigere,1460.0,2.0,65.0,3
2222,Gottigere,1500.0,3.0,70.0,3
2223,Gottigere,1621.0,3.0,72.0,3
2225,Gottigere,1235.0,2.0,63.0,2
2226,Gottigere,1385.0,3.0,64.0,3
2231,Gottigere,1435.0,2.0,62.0,3
2232,Gottigere,945.0,2.0,45.0,2
2234,Gottigere,2500.0,3.0,120.0,4
2236,Gottigere,1120.0,2.0,50.0,2
2239,Gottigere,1280.0,2.0,61.0,2
2240,Gottigere,1205.0,2.0,56.58,2
2242,Gottigere,3000.0,3.0,132.0,4
2243,Gottigere,1613.0,3.0,72.0,3
2245,Gottigere,1245.0,2.0,59.0,2
2247,Green Glen Layout,1670.0,3.0,120.0,3
2248,Green Glen Layout,3250.0,4.0,230.0,4
2250,Green Glen Layout,940.0,2.0,56.8,2
2251,Green Glen Layout,1075.0,2.0,60.0,2
2252,Green Glen Layout,1715.0,3.0,115.0,3
2254,Green Glen Layout,1750.0,3.0,130.0,3
2255,Green Glen Layout,1530.0,3.0,105.0,3
2258,Green Glen Layout,1728.0,3.0,125.0,3
2259,Green Glen Layout,1645.0,3.0,110.0,3
2261,Green Glen Layout,3150.0,4.0,218.0,4
2263,Green Glen Layout,1750.0,3.0,120.0,3
2266,Green Glen Layout,1885.0,3.0,135.0,3
2267,Green Glen Layout,1715.0,3.0,120.0,3
2271,Green Glen Layout,1717.0,3.0,125.0,3
2272,Green Glen Layout,1250.0,2.0,75.0,2
2275,Gubbalala,1745.0,3.0,104.0,3
2276,Gubbalala,1745.0,3.0,115.0,3
2277,Gubbalala,1745.0,3.0,110.0,3
2280,Gubbalala,1205.0,2.0,70.0,2
2282,Gubbalala,1475.0,2.0,80.0,2
2284,Gubbalala,1100.0,2.0,49.5,2
2285,Gubbalala,1060.0,2.0,46.0,2
2286,Gubbalala,2000.0,3.0,125.0,3
2289,Gunjur,1356.0,2.0,66.0,3
2290,Gunjur,1600.0,3.0,75.0,3
2291,Gunjur,2000.0,3.0,95.0,4
2292,Gunjur,1140.0,2.0,49.11,2
2295,Gunjur,1457.0,2.0,60.0,2
2300,Gunjur,1362.0,3.0,62.63,3
2301,Gunjur,1071.0,2.0,51.0,2
2303,Gunjur,1235.0,2.0,52.76,2
2304,Gunjur,1588.0,2.0,90.0,3
2306,HAL 2nd Stage,1490.0,2.0,300.0,3
2307,HAL 2nd Stage,600.0,3.0,145.0,2
2308,HAL 2nd Stage,2700.0,3.0,500.0,3
2309,HAL 2nd Stage,2040.0,4.0,500.0,5
2310,HBR Layout,2800.0,2.0,200.0,3
2312,HBR Layout,1200.0,4.0,120.0,4
2313,HBR Layout,1200.0,2.0,60.0,2
2314,HBR Layout,1004.0,2.0,49.0,2
2315,HBR Layout,1783.0,3.0,125.0,3
2317,HBR Layout,1089.0,2.0,60.0,2
2319,HBR Layout,1198.0,2.0,65.0,2
2320,HBR Layout,1200.0,4.0,115.0,4
2321,HBR Layout,1200.0,2.0,120.0,2
2322,HBR Layout,1832.0,3.0,160.0,3
2323,HRBR Layout,1374.0,2.0,95.0,2
2326,HRBR Layout,2800.0,3.0,250.0,3
2332,HRBR Layout,1625.0,3.0,120.0,3
2333,HRBR Layout,1301.0,2.0,120.0,2
2335,HRBR Layout,1300.0,2.0,90.0,2
2343,HSR Layout,1750.0,3.0,95.0,3
2346,HSR Layout,1650.0,3.0,110.0,3
2348,HSR Layout,1127.0,2.0,68.0,2
2349,HSR Layout,1600.0,2.0,115.0,3
2351,HSR Layout,1009.0,2.0,56.0,2
2352,HSR Layout,2792.0,4.0,220.0,4
2353,HSR Layout,1300.0,2.0,98.0,2
2355,HSR Layout,1126.0,2.0,69.0,2
2358,HSR Layout,1142.0,2.0,65.0,2
2359,HSR Layout,2020.0,3.0,160.0,3
2361,HSR Layout,1203.0,2.0,72.0,2
2362,HSR Layout,4200.0,5.0,245.0,5
2365,HSR Layout,1120.0,2.0,70.0,2
2366,HSR Layout,1289.0,2.0,70.0,2
2368,Haralur Road,1240.0,2.0,70.0,2
2371,Haralur Road,2650.0,4.0,198.0,4
2374,Haralur Road,3385.0,5.0,260.0,4
2376,Haralur Road,1056.0,2.0,61.0,2
2380,Haralur Road,1225.0,2.0,67.38,2
2381,Haralur Road,1920.0,3.0,115.0,3
2382,Haralur Road,1875.0,3.0,110.0,3
2383,Haralur Road,2750.0,4.0,220.0,4
2384,Haralur Road,2017.0,3.0,125.0,3
2387,Haralur Road,1300.0,2.0,73.0,2
2388,Haralur Road,1850.0,3.0,110.0,3
2389,Haralur Road,3400.0,5.0,240.0,4
2391,Haralur Road,1230.0,2.0,78.0,2
2394,Haralur Road,1300.0,2.0,79.0,2
2396,Haralur Road,1088.0,2.0,68.0,2
2397,Haralur Road,1225.0,2.0,70.0,2
2398,Haralur Road,1000.0,2.0,78.0,2
2400,Haralur Road,1810.0,3.0,126.0,3
2401,Haralur Road,1520.0,2.0,96.0,3
2402,Haralur Road,1520.0,2.0,125.0,3
2403,Haralur Road,1300.0,2.0,75.0,2
2404,Haralur Road,2017.0,2.0,125.0,3
2407,Haralur Road,1520.0,2.0,90.0,3
2409,Haralur Road,1985.0,3.0,130.0,3
2410,Haralur Road,1255.0,2.0,90.0,3
2411,Haralur Road,1056.0,2.0,60.0,2
2417,Haralur Road,1650.0,3.0,100.0,3
2420,Haralur Road,1056.0,2.0,65.0,2
2421,Haralur Road,575.0,1.0,38.0,1
2422,Haralur Road,1850.0,3.0,120.0,3
2423,Haralur Road,560.0,1.0,45.0,1
2426,Haralur Road,1817.0,3.0,110.0,3
2427,Haralur Road,1225.0,2.0,77.0,2
2428,Haralur Road,1285.0,2.0,78.0,2
2429,Haralur Road,1225.0,2.0,67.48,2
2430,Haralur Road,1225.0,2.0,69.84,2
2432,Haralur Road,1315.0,2.0,85.0,2
2434,Haralur Road,4694.0,5.0,375.0,4
2435,Haralur Road,1309.0,2.0,82.0,2
2438,Haralur Road,1230.0,2.0,67.65,2
2439,Haralur Road,1255.0,3.0,90.0,3
2442,Haralur Road,1810.0,3.0,112.0,3
2444,Harlur,1752.12,3.0,135.0,3
2447,Harlur,1709.0,3.0,150.0,3
2450,Harlur,1197.0,2.0,84.0,2
2451,Harlur,1757.0,3.0,132.0,3
2452,Harlur,1174.0,2.0,76.0,2
2453,Harlur,1754.0,3.0,125.0,3
2454,Harlur,1290.0,2.0,85.0,2
2456,Harlur,1754.0,3.0,135.0,3
2457,Harlur,1754.0,3.0,124.0,3
2459,Harlur,1290.0,2.0,87.0,2
2461,Harlur,3385.0,4.0,260.0,4
2463,Harlur,1758.0,3.0,133.0,3
2465,Harlur,1197.0,2.0,79.0,2
2466,Harlur,1174.0,2.0,78.0,2
2470,Harlur,1174.0,2.0,75.0,2
2471,Harlur,1750.0,3.0,136.0,3
2475,Harlur,1459.0,3.0,135.0,3
2476,Harlur,1762.0,3.0,133.0,3
2477,Harlur,1756.0,3.0,131.0,3
2478,Harlur,1755.0,3.0,130.0,3
2479,Harlur,1864.0,3.0,140.0,3
2480,Harlur,1331.0,2.0,88.0,2
2481,Harlur,1752.12,3.0,133.0,3
2483,Harlur,1756.0,3.0,128.0,3
2485,Harlur,1197.0,2.0,82.0,2
2486,Harlur,1303.0,2.0,90.0,2
2487,Harlur,1754.0,3.0,132.0,3
2488,Harlur,1756.0,3.0,134.0,3
2489,Harlur,1197.0,2.0,78.0,2
2490,Harlur,1290.0,2.0,89.9,2
2492,Harlur,1174.0,2.0,74.0,2
2497,Harlur,1197.0,2.0,77.0,2
2498,Harlur,1752.12,3.0,125.0,3
2499,Harlur,3425.0,3.0,320.0,3
2500,Harlur,2569.0,5.0,180.0,4
2502,Harlur,1197.0,2.0,76.0,2
2504,Harlur,1197.0,2.0,75.0,2
2506,Harlur,1197.0,2.0,79.9,2
2508,Harlur,2990.0,4.0,225.0,4
2509,Harlur,1370.0,2.0,88.0,2
2512,Hebbal,5611.5,4.0,477.0,4
2514,Hebbal,1349.0,2.0,98.2,2
2515,Hebbal,2483.0,5.0,212.0,4
2517,Hebbal,2400.0,4.0,245.0,3
2518,Hebbal,3450.0,5.0,260.0,3
2520,Hebbal,1500.0,3.0,150.0,3
2522,Hebbal,1349.0,2.0,98.0,2
2523,Hebbal,2470.0,5.0,247.0,4
2530,Hebbal,1985.0,4.0,189.0,3
2531,Hebbal,2483.0,5.0,215.0,4
2533,Hebbal,812.0,2.0,55.0,2
2536,Hebbal,3067.0,4.0,230.0,4
2538,Hebbal,2526.0,2.0,250.0,3
2540,Hebbal,1420.0,2.0,123.0,2
2542,Hebbal,3067.0,4.0,310.0,4
2543,Hebbal,1420.0,2.0,99.39,2
2544,Hebbal,4235.0,4.0,365.0,4
2546,Hebbal,3960.0,5.0,386.0,4
2548,Hebbal,1440.0,2.0,115.0,2
2550,Hebbal,2400.0,4.0,180.0,3
2551,Hebbal,1420.0,2.0,107.0,2
2552,Hebbal,1320.0,2.0,92.0,2
2554,Hebbal,1645.0,3.0,135.0,3
2555,Hebbal,2080.0,3.0,175.0,3
2556,Hebbal,2483.0,5.0,230.0,4
2557,Hebbal,2600.0,3.0,195.0,3
2559,Hebbal,1251.0,2.0,88.73,2
2567,Hebbal,2661.0,2.0,226.5,3
2568,Hebbal,1255.0,2.0,95.0,3
2571,Hebbal,1349.0,2.0,97.8,2
2572,Hebbal,1344.0,2.0,108.0,2
2573,Hebbal,1138.0,2.0,110.0,2
2576,Hebbal,1987.0,4.0,165.0,3
2577,Hebbal,1299.0,2.0,100.0,2
2579,Hebbal,1390.0,2.0,95.0,2
2580,Hebbal,1333.0,2.0,100.0,2
2581,Hebbal,2650.0,4.0,199.0,3
2582,Hebbal,3450.0,5.0,348.0,3
2583,Hebbal,1800.0,3.0,140.0,3
2585,Hebbal,2470.0,4.0,203.0,4
2586,Hebbal,1333.0,2.0,104.0,2
2587,Hebbal,2600.0,3.0,199.0,3
2588,Hebbal,1345.0,2.0,97.0,2
2591,Hebbal,1320.0,2.0,91.0,2
2592,Hebbal,2388.0,3.0,195.0,3
2597,Hebbal,3895.0,3.0,390.0,3
2600,Hebbal,3520.0,5.0,320.0,3
2603,Hebbal,4235.0,5.0,364.0,4
2604,Hebbal,1299.0,2.0,97.0,2
2605,Hebbal,2470.0,5.0,192.0,4
2606,Hebbal,4450.0,6.0,449.0,4
2608,Hebbal,1920.0,3.0,150.0,3
2609,Hebbal,2375.0,4.0,189.0,4
2610,Hebbal,1420.0,2.0,99.26,2
2611,Hebbal,1252.0,2.0,92.0,2
2613,Hebbal,1294.0,2.0,115.0,2
2614,Hebbal,4225.0,6.0,359.0,4
2616,Hebbal,1740.0,2.0,137.0,3
2618,Hebbal,1662.0,3.0,155.0,3
2619,Hebbal,2250.0,3.0,219.0,3
2620,Hebbal,4000.0,6.0,370.0,4
2621,Hebbal,1349.0,2.0,96.8,2
2623,Hebbal Kempapura,1800.0,3.0,175.0,3
2624,Hebbal Kempapura,2900.0,4.0,300.0,3
2625,Hebbal Kempapura,3522.0,3.0,380.0,3
2627,Hebbal Kempapura,1200.0,2.0,125.0,2
2630,Hebbal Kempapura,1300.0,2.0,102.0,2
2631,Hebbal Kempapura,1466.0,2.0,140.0,3
2633,Hebbal Kempapura,1725.0,2.0,165.0,3
2634,Hebbal Kempapura,1200.0,3.0,125.0,3
2636,Hebbal Kempapura,1485.0,3.0,132.0,2
2637,Hebbal Kempapura,1400.0,2.0,108.0,2
2642,Hebbal Kempapura,3729.0,4.0,384.0,4
2643,Hebbal Kempapura,1600.0,3.0,170.0,3
2644,Hebbal Kempapura,1730.0,3.0,175.0,3
2647,Hegde Nagar,3000.0,7.0,210.0,6
2650,Hegde Nagar,1050.0,1.0,56.0,2
2651,Hegde Nagar,1341.0,2.0,97.0,2
2652,Hegde Nagar,2112.95,4.0,145.0,3
2653,Hegde Nagar,1200.0,4.0,83.0,4
2655,Hegde Nagar,1570.0,3.0,105.0,3
2656,Hegde Nagar,1801.0,3.0,140.0,3
2659,Hegde Nagar,1200.0,2.0,75.0,2
2660,Hegde Nagar,1847.0,3.0,135.0,3
2661,Hegde Nagar,1965.0,4.0,132.0,3
2662,Hegde Nagar,1703.0,3.0,125.0,3
2663,Hegde Nagar,1847.0,3.0,125.0,3
2664,Hegde Nagar,2144.6,4.0,145.0,3
2665,Hegde Nagar,1718.0,3.0,119.0,3
2667,Hegde Nagar,1340.0,2.0,72.0,2
2669,Hegde Nagar,1703.0,3.0,130.0,3
2671,Hegde Nagar,1718.0,3.0,130.0,3
2677,Hegde Nagar,2087.01,4.0,160.0,3
2678,Hegde Nagar,1000.0,2.0,66.0,2
2680,Hennur,1075.0,2.0,52.0,2
2682,Hennur,1225.0,2.0,57.0,2
2683,Hennur,1255.0,2.0,57.5,2
2684,Hennur,1259.0,2.0,57.0,2
2686,Hennur,1285.0,2.0,60.0,2
2687,Hennur,1100.0,2.0,60.0,2
2689,Hennur,1255.0,2.0,58.0,2
2697,Hennur,2500.0,5.0,125.0,5
2699,Hennur,2400.0,3.0,135.0,3
2701,Hennur,960.0,2.0,48.0,2
2702,Hennur,1020.0,2.0,48.0,2
2703,Hennur,1295.0,2.0,64.0,2
2704,Hennur,1935.0,3.0,102.0,3
2706,Hennur,1345.0,2.0,69.0,3
2708,Hennur,1155.0,2.0,54.5,2
2712,Hennur,1830.0,2.0,113.0,3
2715,Hennur,1830.0,3.0,121.0,3
2716,Hennur,1255.0,2.0,56.5,2
2718,Hennur,1295.0,2.0,62.0,2
2719,Hennur Road,2089.0,3.0,140.0,3
2720,Hennur Road,3203.5,2.0,224.5,4
2722,Hennur Road,1385.0,2.0,83.09,2
2725,Hennur Road,2264.0,3.0,159.0,3
2726,Hennur Road,1157.0,2.0,84.0,2
2727,Hennur Road,1904.0,3.0,120.0,3
2731,Hennur Road,2060.0,3.0,149.0,3
2732,Hennur Road,1482.0,2.0,92.0,3
2733,Hennur Road,1232.0,2.0,89.0,2
2737,Hennur Road,1891.0,3.0,139.0,3
2739,Hennur Road,1232.0,2.0,69.61,2
2742,Hennur Road,2160.0,3.0,160.0,3
2746,Hennur Road,2350.0,3.0,174.0,3
2748,Hennur Road,1975.0,3.0,123.0,3
2750,Hennur Road,1290.0,2.0,94.5,3
2753,Hennur Road,1482.0,2.0,97.0,3
2754,Hennur Road,1182.0,2.0,82.5,2
2756,Hennur Road,1036.0,2.0,59.46,2
2757,Hennur Road,2320.0,3.0,170.0,3
2761,Hennur Road,1445.0,2.0,105.0,3
2762,Hennur Road,1036.0,2.0,59.45,2
2763,Hennur Road,1832.0,3.0,125.0,3
2764,Hennur Road,1359.0,2.0,104.0,2
2765,Hennur Road,1341.0,2.0,75.76,2
2768,Hennur Road,1414.0,2.0,84.18,2
2769,Hennur Road,1949.0,3.0,133.0,3
2770,Hennur Road,1250.0,2.0,77.88,3
2771,Hennur Road,2502.0,4.0,180.0,4
2773,Hennur Road,1232.0,2.0,87.0,2
2774,Hennur Road,1232.0,2.0,74.0,2
2776,Hennur Road,1341.0,2.0,95.0,2
2778,Hennur Road,1232.0,2.0,88.0,2
2779,Hennur Road,2365.0,4.0,175.0,3
2784,Hennur Road,2264.0,3.0,168.0,3
2786,Hennur Road,1232.0,2.0,69.6,2
2787,Hennur Road,1195.0,2.0,73.0,2
2789,Hennur Road,5100.0,6.0,375.0,5
2793,Hennur Road,2041.0,3.0,128.0,3
2795,Hennur Road,973.0,2.0,56.0,2
2796,Hennur Road,1255.0,2.0,84.0,2
2797,Hennur Road,1232.0,2.0,83.0,2
2798,Hennur Road,1832.0,3.0,116.0,3
2805,Hennur Road,1305.0,2.0,110.0,3
2806,Hennur Road,1480.0,3.0,100.0,3
2808,Hennur Road,1155.0,2.0,69.18,2
2811,Hennur Road,1904.0,3.0,129.0,3
2812,Hennur Road,1981.0,3.0,134.0,3
2814,Hennur Road,1590.0,3.0,105.0,3
2815,Hennur Road,2041.0,3.0,138.0,3
2816,Hennur Road,1100.0,2.0,78.0,3
2817,Hennur Road,1880.0,4.0,154.0,4
2821,Hennur Road,1933.0,3.0,140.0,3
2824,Hennur Road,1445.0,2.0,89.56,3
2828,Hennur Road,1165.0,2.0,67.0,2
2830,Hennur Road,1232.0,2.0,80.0,2
2832,Hennur Road,950.0,2.0,55.0,2
2839,Hennur Road,1936.0,3.0,131.0,3
2840,Hoodi,985.0,2.0,67.0,2
2843,Hoodi,1425.0,2.0,80.0,2
2845,Hoodi,1639.0,3.0,110.0,3
2847,Hoodi,1639.0,3.0,98.32,3
2851,Hoodi,1026.0,2.0,60.87,2
2854,Hoodi,2400.0,5.0,160.0,5
2855,Hoodi,1196.0,2.0,71.74,2
2857,Hoodi,1500.0,2.0,84.0,2
2859,Hoodi,1925.0,2.0,114.0,3
2860,Hoodi,1400.0,2.0,82.0,2
2862,Hoodi,706.0,1.0,48.24,1
2864,Hoodi,1132.0,2.0,67.9,2
2865,Hoodi,1925.0,3.0,110.0,3
2867,Hoodi,1257.0,2.0,71.03,2
2868,Hoodi,1305.0,2.0,75.0,2
2872,Hoodi,1108.0,2.0,74.23,2
2875,Hoodi,1063.0,2.0,61.17,2
2877,Hoodi,711.0,1.0,42.65,1
2879,Hoodi,863.0,1.0,40.55,1
2880,Hoodi,1715.0,2.0,100.0,3
2883,Hoodi,2144.0,3.0,140.0,3
2884,Hoodi,1108.0,2.0,66.46,2
2886,Hoodi,1837.0,3.0,110.0,3
2887,Hoodi,3385.0,4.0,220.0,4
2890,Hoodi,1490.0,3.0,85.0,3
2893,Horamavu Agara,1560.0,3.0,75.0,3
2894,Horamavu Agara,755.0,2.0,37.49,2
2895,Horamavu Agara,982.0,2.0,47.65,2
2896,Horamavu Agara,1650.0,2.0,75.0,3
2898,Horamavu Agara,1756.0,3.0,92.0,3
2901,Horamavu Agara,1169.0,2.0,64.0,2
2902,Horamavu Agara,1265.0,2.0,65.0,3
2906,Horamavu Agara,1250.0,3.0,65.0,3
2909,Horamavu Agara,1000.0,2.0,46.0,2
2910,Horamavu Agara,760.0,2.0,37.49,2
2913,Horamavu Agara,1623.0,3.0,89.0,3
2914,Horamavu Agara,750.0,2.0,37.49,2
2915,Horamavu Agara,625.0,1.0,27.0,1
2917,Horamavu Agara,994.0,2.0,42.28,2
2920,Horamavu Agara,1400.0,3.0,63.0,3
2921,Horamavu Agara,1557.0,3.0,70.0,3
2922,Horamavu Agara,1058.0,2.0,47.0,2
2925,Horamavu Banaswadi,1460.0,2.0,80.5,2
2927,Horamavu Banaswadi,1180.0,2.0,58.0,2
2929,Horamavu Banaswadi,3800.0,8.0,200.0,6
2941,Horamavu Banaswadi,1025.0,2.0,45.0,2
2942,Horamavu Banaswadi,1081.0,2.0,52.0,2
2943,Horamavu Banaswadi,1000.0,2.0,50.0,2
2944,Hormavu,1500.0,2.0,78.0,2
2945,Hormavu,1150.0,2.0,55.0,2
2948,Hormavu,1200.0,2.0,67.0,2
2949,Hormavu,1200.0,3.0,70.0,2
2951,Hormavu,1351.0,2.0,53.0,1
2955,Hormavu,1725.0,3.0,85.0,3
2956,Hormavu,1153.0,2.0,65.0,2
2958,Hormavu,1123.0,2.0,56.0,2
2959,Hormavu,1385.0,2.0,69.0,3
2961,Hormavu,1030.0,2.0,49.35,2
2962,Hormavu,1018.0,2.0,50.8,2
2963,Hormavu,1555.0,3.0,75.0,3
